06-09-2020,Different COVID Landscape Increases Risk Of Post-Labor Day Weekend Spike... {{URL}} via {@YouTube@} #RachelMaddow,1.30254E+18,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,film_tv_&_video,fitness_&_health,news_&_social_concern
06-09-2020,#ExtendTeqip3  Govt. must notice that last year almost 10 lakh std. Appeared for JEE mains but this year only 8 lakh ....craze for Engg.  is going away and that is bcz of our govt. Plzzzz listen to the voice of Engineers.... {@PMO India@} {@Dr Ramesh Pokhriyal Nishank@} {@Nitish Kumar@} {{USERNAME}},1.30257E+18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,learning_&_educational,science_&_technology,youth_&_student_life
13-09-2020,Re my earlier tweet: if {@jack@} would ever allow an EDIT button I should have clarified the dots are showing AQI---Air Quality Index--and the source is Purple Air: {{URL}},1.30496E+18,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,business_&_entrepreneurs,news_&_social_concern,other_hobbies
14-09-2020,The Cowboys may have lost last night...   But the {@Dallas Stars@} are still one win away from the STANLEY CUP FINAL! #GoStars,1.3055E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
18-09-2020,The Stanley Cup Final is set! Here are reasons for hope and concern for the {@Dallas Stars@} and {@Tampa Bay Lightning@} . #NHL {{URL}},1.3068E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
20-09-2020,Please check out my new video - How to Draw an Owl  - cute cartoon sketch {{URL}} via {@YouTube@} #owl #sketch #drawing #cartoon #popart #elearning #remotelearning #color #pencilsketch #brown #red #tutorial #learn #bird #cute #easy,1.30756E+18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arts_&_culture,,
20-09-2020,Re-watch all goals and opinions from our win over {{USERNAME}} now using the link below: {{URL}} #FSAPRO #FSAFamily #WeAReTheFoxes {{USERNAME}} {{USERNAME}},1.30768E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
20-09-2020,Nelson #Semedo to Wolves is ‘here we go’ and confirmed. The deal is done and will be signed on next few hours also with Barcelona. Personal terms agreed with Mendes until 2025. Medicals on next week.  #Wolves  [ {@Fabrizio Romano@} ] #barca #fcb #transfers,1.30768E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
27-09-2020,"*****Goal Flash*****  Grange take the league at the Rec, Rovers find themselves 1-0 down. Was it a {{USERNAME}} backpass?   #UTR",1.31015E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
27-09-2020,#KCAMexico #ONBTS #ARMY ( {@BTS_twt@} )  so watch me bring the fire and set the  night alight,1.31015E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,
27-09-2020,"#BleacherTweets Hey Buster, is it a lock to call the {@New York Yankees@} Right Side of the Infield the best in baseball for the 2020 season?       New York’s second baseman is the AL (maybe MLB) batting champion, and their first baseman is gonna finish the year as the League leader in HRs.",1.31018E+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,
27-09-2020,Hi {{USERNAME}} I’m trying to call for curbside pickup but no one is picking up the phone!,1.31031E+18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,diaries_&_daily_life,other_hobbies,
01-10-2020,so watch me bring the fire and set the night light. I Voted #Dynamite for #TheSong Category at #PCAs 2020 {@BTS_twt@},1.31182E+18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,film_tv_&_video,music,
04-10-2020,"Please answer all this mess, hey don t just shut up and pretend you don t know anything. When chaos started on your side.   #SM_AnswerEXOLsNOW {@SMTOWN@} {@EXO@} #EXO #엑소",1.31257E+18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,music,
04-10-2020,Support #CanadianMusic and enjoy The Power Of Rock N Roll by {{USERNAME}} on {{USERNAME}} at {{URL}} Thank you #Canadian Artists,1.3126E+18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,
04-10-2020,"Cause ah, ah, I m in the stars tonight I vote for #Dynamite under #TheMusicVideo category at #PCAs 2020 {@BTS_twt@} ",1.31266E+18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,film_tv_&_video,music,
04-10-2020,we do not have the power or capability to verify the accuracy of the information entities send to us. We accept all information that delivered to us in good faith and place it on the public record.  - {@Companies House@} amazing work by {@Kieran Cunningham@} #boxing {{URL}},1.31281E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,
04-10-2020,3. Points. At. Half.  3. Points.  3.   But Mitch was the problem.   Love you {@Mitchell Trubisky@},1.31287E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
06-10-2020,hi {{USERNAME}} {@Z100 Portland@} !! could you please play #wonder by shawn mendes? thankss,1.3136E+18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,music,
10-10-2020,"#ReformPoliceNG {@Nigeria Police Force@} not #EndSARS the entire {@Nigeria Police Force@} is the problem not only the SARS operatives,i remember sometime in 2017,it was the {@UEFA Champions League@} season,around 10.30-11.00pm,myself and two of my friends watched the game a street opposite my street,on our way back,",1.3148E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,
10-10-2020,Anybody else still listen to the cookout by {@Chevy Woods@} like 10 years later ? Just me ?,1.31508E+18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,celebrity_&_pop_culture,film_tv_&_video,
11-10-2020,I’m so proud of you {@Meek Mill@} . Good job with Charm City Kings.,1.3152E+18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,celebrity_&_pop_culture,film_tv_&_video,
11-10-2020,i love you so much my heart is so so full right now {@BTS_twt@},1.31523E+18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,music,
11-10-2020,Check out all the fun with this highlights video of the event yesterday!! {@Wizard101@} : Halloween Event 2020: Knight of the Shining Mountain {{URL}} via {@YouTube@} {{USERNAME}} {{USERNAME}} {{USERNAME}},1.31541E+18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,film_tv_&_video,,
18-10-2020,Main event over before 9. Still time for college football and Top Rank. {@UFC@} keep the early cards coming.,1.31764E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
18-10-2020,"#NP {{USERNAME}} {@Classified@} finds the fight deep inside himself, {@Kosha Dillz or Rami Matan@} wakes up for the cartoons, {@Akala@} takes a far more serious tone, {{USERNAME}} leave {@Rap Game Hans Zimmer@} at the entrance, then {{USERNAME}} rocks out our final selection of the night",1.3177E+18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,film_tv_&_video,music,
18-10-2020,"Randy Arozarena was named ALCS MVP after hitting seven postseason home runs, four against the Astros. {@Tampa Bay Rays@} will be headed to Arlington for the World Series.",1.31779E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
25-10-2020,The Squad Calls for UN Inquiry Into Alleged Human Rights Abuses at Trump’s DHS {{URL}} via {{USERNAME}},1.32021E+18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,film_tv_&_video,news_&_social_concern,
25-10-2020,Perfect World  is a song performed by Huey Lewis and the News and released as the first single from the album Small World in late June 1988. The single peaked at number three on the US Billboard Hot 100 and #48 on the UK Singles Chart. {@Huey Lewis@} {{URL}},1.32045E+18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,music,news_&_social_concern,
25-10-2020,MKBHD... the GOAT of tech reviews! Check out my classroom on {@DonorsChoose@} ! I d love your help to bring my project to life: {{URL}},1.32045E+18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,learning_&_educational,science_&_technology,
26-10-2020,"Randy Arozarena has been monster for the Rays so far this series.   Who tumbled better, Daniel Jones or Randy Arozarena? | Touchdown Wire via {@Touchdown Wire@} {{URL}} ",1.32055E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
26-10-2020,"Feel good story of the day. Cardi B Freaks Out: ‘Trump Supporters Are Everywhere,‘ Swarming L.A. with ‘Big A** Trucks‘ {{URL}} via {@Breitbart News@} ",1.32088E+18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,news_&_social_concern,
01-11-2020,Stay safe & prepared  MAMAʼs Fan Choice Awards  #MAMAVOTE #blackpink {@BLACKPINKOFFICIAL@},1.32281E+18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,news_&_social_concern,
03-11-2020,The latest The Dead Zone Detector™! {{URL}} Thanks to {{USERNAME}} {{USERNAME}} #technology #agile,1.32369E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,science_&_technology,,
04-11-2020,"Sir its not my duty to leave my work, go to court and fight for #CryptoKoLegalKaro , case is on 5th November so please {@Imran Khan@} have a look at this {{URL}} ",1.3238E+18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,business_&_entrepreneurs,news_&_social_concern,
05-11-2020,Trump Supporters & Protesters Outside Philadelphia Vote Counting—Jordan ... {{URL}} via {@YouTube@} #Philadelphia #electionprotest #ElectionResults2020,1.32447E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,news_&_social_concern,other_hobbies,
06-11-2020,Trump Supporters Claim FRAUD in Philadelphia (But Can t Cite Any) {{URL}} via {@YouTube@} {{USERNAME}} Guy in the beanie is spot on.,1.32459E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,news_&_social_concern,other_hobbies,
06-11-2020,"sunoo many people loves you, we hope that you d take care, eat your meals properly, and having plenty of rest  so please cheer up {@ENHYPEN@} ",1.32468E+18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,celebrity_&_pop_culture,fitness_&_health,
15-11-2020,Public Enemy - Fight The Power (Official Music Video) {{URL}} {@YouTube@} より,1.32779E+18,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,film_tv_&_video,music
15-11-2020,Tiger Woods goes backward after  long days  at the Masters {{URL}} via {@New York Post Sports@},1.32803E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
15-11-2020,"Kennedy to Parker... the Swans need a goal. The Giants know they’re in trouble, it’s like being in the bathtub with the Loch Ness monster! He kicks it to the centre square... well,  Jacobs went into that pack optimistically and came out misty optically, {{USERNAME}} !",1.32803E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
15-11-2020,"Hopefully, since the Birds are coming off a bye this week, they ll be able to secure a win for us against the Giants today. Fly, {@Philadelphia Eagles@} Fly  {{URL}} ",1.32803E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
22-11-2020,Ten k is wavingggg  MORISSETTE NEW MUSIC {{USERNAME}} LYS TEASER RELEASE,1.33048E+18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,
22-11-2020,Lucky number etneb HAHHA  MORISSETTE NEW MUSIC {{USERNAME}} LYS TEASER RELEASE,1.33051E+18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,
22-11-2020,Pre-save our new single  Right In A Moment  on Spotify: {{URL}} (powered by {@DistroKid@} ) #Right #In #A #Moment #McDanielBrothers,1.3306E+18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,
24-11-2020,Boy this a hunnid million dolla phone    Thank you to {{USERNAME}} {@ACL Live@} for the turn up!!!  : {{USERNAME}} Make sure to go stream our new song  Nice  available everywhere!  Music video drops Thursday  {{URL}},1.3313E+18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,
29-11-2020,played breath in the car this morning and my mom was like  yan ba yung magandang video?  YES MUMMY THE ✨TASTE✨  she really loves the music video hahaha {@GOT7@} #got7 #갓세븐,1.33295E+18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,
29-11-2020,I hope the Chiefs return to the Super Bowl and play Tom Brady and the Bucs because there is not a defender on that team that can stop {@Ty Hill@} . Then you gunna double him and {@Patrick Mahomes II@} lights you on  this is the best offense ever.,1.33317E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
06-12-2020,Selena is number one ☝️ on Netflix hell ya {@Netflix@} {{USERNAME}},1.33543E+18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,film_tv_&_video,,
06-12-2020,"BREAKING NEWS! Safaricom share price is up by 28.8% since Peter Ndegwa became CEO on the 1st of April,2020 {{USERNAME}} {@Aly Khan Satchu@} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {@Safaricom Care@} {@Nation Africa@} ",1.33548E+18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,business_&_entrepreneurs,news_&_social_concern,
06-12-2020,Christmas Coffee Shop Music - Starbucks Christmas Music - Christmas Jazz... {{URL}} via {@YouTube@} #ChristmasMusic #ChistmasJazz #jazzmusic,1.33552E+18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,food_&_dining,music,
06-12-2020,"FINAL:   NAU 69 - EWU 55  Lumberjacks go to 3-1 on the season and get the weekend sweep.   Big days for {{USERNAME}} & {{USERNAME}} .   Nakai finished with 21, which included 4 3-pointers.   Schenck comes just shy of a triple-double with 13 points, 9 boards and 7 assists.",1.3357E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
13-12-2020,CAMPEONES de la MLS CUP 2020! Columbus Crew SC  Major League Soccer {@Major League Soccer@} #mls25 #MLSCup  #elzoldeportes {{URL}},1.33818E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
13-12-2020,The Naya Rivera Arrested After Allegedly Striking Husband In The Head & Bottom Lip Daily est en ligne! {{URL}} Merci à {{USERNAME}} {{USERNAME}} #tv #video,1.33818E+18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,news_&_social_concern,
13-12-2020,The Act of 1871 - The 2 Constitutions - Corporate America {{URL}} via {@YouTube@} cc {{USERNAME}} {{USERNAME}},1.33827E+18,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,business_&_entrepreneurs,learning_&_educational,news_&_social_concern
13-12-2020,The {@Big Ten Conference@} likes to make life as easy as possible for Ohio State in all sports. What a total farce,1.33827E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
14-12-2020,Breaking down the arguments for and against Ohio State s College Football Playoff resume with {{USERNAME}} .  Plus a look at how the Buckeyes  plans for Saturday afternoon suddenly changed at the last minute over the weekend. {{URL}},1.33848E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
14-12-2020,Lots to talk about after Michigan’s big shutout in The Game against Ohio State. I’m hopping on {@The Michigan Insider@} in a couple of minutes to talk about all things Michigan. Tune in.,1.33848E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
14-12-2020,"Late as always, but here is {{USERNAME}}  s and my take on the Ravens win over the Cowboys, the matchup with the Browns, and I throw shade at...myself? Plus a look at the AFC playoff picture. That and more on The Football Frenzy! {{URL}} ",1.3386E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
15-12-2020,Stephen Jones saying the ship will be righted quickly for the cowboys. HUH? {{USERNAME}} hasn t the ship been sinking for years save the temporary cork used a couple of yrs ago losing to GB in playoffs,1.33872E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
16-12-2020,.. {@LSU Football@} up to number three nationally ... behind Alabama and Ohio State ... and ahead of Georgia .. in the 24/7 rankings #WGNOtv,1.33933E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
17-12-2020,Shorthanded Ohio State suffers first loss of season in Big Ten opener at Purdue {@Adam Jardy@} {{URL}},1.33954E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
17-12-2020,"College football fans:  If Bama beats UF, ND Beats Clemson and Ohio State wins, who is your final team in the playoff? {{USERNAME}} #CollegeFootball #CFBPlayoff",1.33972E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
19-12-2020,Three QB turnovers in the second half.  Can t win football games against Akron or Ohio State when that happens. {@Northwestern Football@},1.34039E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
20-12-2020,"ICYMI  Thank you again to {@Red Bull Canada@} for inviting me to this amazing event! Also BIGUPS to {{USERNAME}} for the interview, looking forward working together more in the new year!  #RedBullAdrenaLAN {@Red Bull Gaming@} {{URL}} ",1.34048E+18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,
20-12-2020,"Maybe {@NCAA Football@} should just start the season with the final 4 of Alabama, Clemson, Ohio State and Oklahoma. It s that predictable (and quite boring YoY). I ll stick with the excitement of {@NCAA March Madness@} .",1.34048E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
20-12-2020,"Also, with all my Disney-mega-franchise concerns, I feel the need to clarify: {@The Mandalorian@} is the greatest Star Wars anything that has ever been created.",1.34057E+18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,film_tv_&_video,,
20-12-2020,I’m not sure if I ever want to hear Aqib Talib commentate ever again or ever see him commentate again. That suit is as bold as his commentating... {@FOX Sports NFL@} {@Philadelphia Eagles@} #FlyEaglesFly,1.34081E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
27-12-2020,I wonder how Brian has enjoyed his last couple of nights in the box with these muppets #BBL10 {@7Cricket@} He s earned his,1.34316E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
27-12-2020,Bitterly disappointed in {@Match of the Day@} 2 showing supposedly the best chips in the premierleague but not showing the greatest chip in premierleague history in Albert’s against Man U in the 5-0... {@Mark Chapman@} #nufc,1.34334E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
31-12-2020,“Happy New York!” {@PJ@} New Years Eve 2020,1.3447E+18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,diaries_&_daily_life,news_&_social_concern,
01-01-2021,Happy new year everyone! We made it through 2020. Here’s a podcast with {{USERNAME}} & {{USERNAME}} talking about some of the stuff we did in it. Hopefully in 2021 we can get back to working together in the same room. Lots to look forward to!,1.34498E+18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,film_tv_&_video,news_&_social_concern,
03-01-2021,#NoProphetAfterMuhammad  Tell him this and bid him to be brave at heart.  Muhammad PBUH is the BEST {{USERNAME}} {{USERNAME}},1.34579E+18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,arts_&_culture,other_hobbies,
03-01-2021,Check out 2019 Donruss TAYSOM HILL Gold Press Proof 01/50 First One 1/1 SAINTS  {{URL}} {{USERNAME}},1.34585E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
04-01-2021,"Very sad to hear the bad news about Donal O Donoghue dying of Covid on 3rd Jan 2021. He was a good egg, and we shall all miss him. {{USERNAME}} ",1.34603E+18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,news_&_social_concern,
06-01-2021,Call Of The Coastal Wolves - British Columbia sea wolf mini-documentary {{URL}} via {@YouTube@} Great viewing to take your mind off of the bad for awhile.,1.34685E+18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,film_tv_&_video,,
10-01-2021,The #NFL playoffs early look #Betting play from our {{USERNAME}} Time to make that $$$!! #Football #bettingtip {{URL}},1.34809E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
11-01-2021,Drivers license by {@Olivia Rodrigo@} literally gave me goose bumps! So good,1.34851E+18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,music,
11-01-2021,drivers license by {@Olivia Rodrigo@} is so emotional. I literally felt everything. that’s so special and you can really say that she created an emotional masterpiece.,1.34872E+18,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,film_tv_&_video,music
12-01-2021,Olivia Rodrigo - drivers license (Official Video) {{URL}} via {@YouTube@} this is sad,1.34881E+18,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,film_tv_&_video,music
17-01-2021,Ha {{USERNAME}} saying they haven’t seen Michelle on camera. Is that due to the wind factor too??,1.35065E+18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,celebrity_&_pop_culture,other_hobbies,
20-01-2021," The first half gets to Diana s emotional core, while the second half is a lot of fun.  #comics #NCBD #WonderWoman By {@Becky CloOOoOoOonan@} {{USERNAME}} {{USERNAME}} {@LL McKinney on hiatus@} & more! Read {{USERNAME}}  s #FutureState Immortal Wonder Woman #1 #review: {{URL}} ",1.35189E+18,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,film_tv_&_video,news_&_social_concern,other_hobbies
20-01-2021,"I don t do politics, but imagine pardoning Lil Wayne but not {@Edward Snowden@} / Assange ‍♂️",1.35192E+18,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,celebrity_&_pop_culture,music,news_&_social_concern
22-01-2021,"Gulf morning I still like you, like the wind walked eight thousand miles, do not ask the return date. #GulfKanawut {@gulfkanawut@} #ลูกบอลของคุณบิ๊กกลัฟ  #PhiBalls",1.35243E+18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,diaries_&_daily_life,news_&_social_concern,
22-01-2021,HT: {@Willem II@} 1-0 {@PEC Zwolle@} The Blauwvingers find themselves a goal behind at the break in Tilburg. Willem  goalscorer Wriedt was sent off just before the interval.  We need to come out positive in the second half and take the game by the neck. Attack!!!  #wilpec #peczwolle,1.35271E+18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,
24-01-2021,once COVID is over  is starting to sound a lot like  when {@Rihanna@} releases new music,1.35319E+18,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,fitness_&_health,music,news_&_social_concern
24-01-2021,New Music: Cathal Coughlan - Song of Co-Aklan {{URL}} via {@YouTube@} #cathalcoughlan,1.35322E+18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,
24-01-2021,"So {@Emily Sweeney@} still has the fastest run of the second heat, but Tatyana Ivanova s first run lead is enough to put her in the leader s box.  No worse than 16th for Sweeney, she just needs one more sled to have a little bit of a problem to move into the Sprint World Cup race.",1.35328E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
24-01-2021,"I know it s a busy time but can we get a doctor & psychiatrist to see {@Robert Peston@} ?   Does he have private insurance so he doesn t have to bother the NHS?  How does someone so thick, who fails so often, get such a significant job?  Would he have got the job if he was a Brummie?",1.35337E+18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,fitness_&_health,news_&_social_concern
25-01-2021,"Two types of People : one with the Experience and the second one with Results , which one you are !  Watch my video response on it exclusively only on {@DTube@} , I hope you will gonna love to hear my opinions on it  . #dtube  , #hive  . {{URL}} ",1.35367E+18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,diaries_&_daily_life,,
26-01-2021,"The main event of yesterday s NJPW show was really good, I thought. So excited for Tanahashi vs Shingo on Saturday! #njnbg {@Kevin Kelly@} does such a great job as always in making you care about every current story. It s so good, thank you! ",1.3541E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
26-01-2021,Gareth Bale looked unbelievably sharp the other night...   Rob Daly on whether the Welshman can impact matters in the second half of the season at Spurs ⚪️ {@Paddy Power@} {{URL}},1.35418E+18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,
